trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross,p_win,confidence_multiplier,pnl_rs_ml
2025-08-26,GODIGIT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:00:00+05:30,2025-08-26 10:15:00+05:30,362.12757220458985,364.8435289961243,357.7820413381348,2025-08-26 10:45:00+05:30,361.08,BE,0.7979693201235409,1.4464132048995515,29.621471405029297,25.82086944580078,4.94727087020874,1.3638084927834777,3.110931549608685,0.005206797865582,0.5429885573125479,364.8435289961243,0.1595938640247081,0.2892826409799103,50000.0,5.0,250000.0,398.98466006177046,723.2066024497759,0.7702160676678258,1.1404321353356517,455.014927840414
2025-08-26,RTNINDIA,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-26 10:30:00+05:30,2025-08-26 10:45:00+05:30,54.93000106811523,54.51802606010437,55.75395108413696,2025-08-26 11:00:00+05:30,57.67644847869873,BE,24.31736252111543,24.999520819031144,41.411888122558594,89.42911529541016,72.20340728759766,1.9453307941615188,3.258399684802689,0.0085865432960835,7.594197908111365,54.51802606010437,4.863472504223086,4.999904163806229,100000.0,5.0,500000.0,24317.362521115432,24999.520819031142,0.99,1.58,38421.43278336238
2025-08-26,JSWINFRA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:30:00+05:30,2025-08-26 11:45:00+05:30,298.24032779541017,300.47713025387577,294.6614438618652,2025-08-26 12:15:00+05:30,296.7876938781738,BE,1.788183567550923,2.435341202804842,42.86796951293945,36.79954528808594,13.74048137664795,1.06771957379103,2.0814912326621933,0.0049925931504863,0.6898704681075221,300.47713025387577,0.3576367135101846,0.4870682405609684,50000.0,5.0,250000.0,894.0917837754615,1217.670601402421,0.8576185635671247,1.3152371271342496,1175.9427090871748
2025-08-26,METROPOLIS,SHORT,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-08-26 11:30:00+05:30,2025-08-26 12:00:00+05:30,2136.7725111816408,2152.798305015503,2111.131241047461,2025-08-26 13:45:00+05:30,2152.798305015503,SL,-4.405202601300543,-3.7499999999999942,41.6338996887207,25.63772964477539,14.756274223327637,1.2555793254660046,2.493551501142543,0.0049196284927434,0.7042348772873612,2152.798305015503,-0.8810405202601086,-0.7499999999999989,50000.0,5.0,250000.0,-2202.6013006502712,-1874.9999999999973,0.8442428952251911,1.2884857904503824,-2838.020477915405
2025-08-26,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,363.9272,366.65665400000006,359.5600736,2025-08-26 13:15:00+05:30,362.1331377563476,BE,1.817744950470241,2.4648641866456167,63.97438430786133,24.443946838378903,3.2163026332855225,2.643904091548523,3.0258578973008143,0.006457880190856,0.96,366.65665400000006,0.3635489900940482,0.4929728373291233,50000.0,5.0,250000.0,908.8724752351204,1232.4320933228084,0.9238630122486033,1.4477260244972068,1315.798335347077
2025-08-26,SWANCORP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,464.5070861022949,467.99088924806216,458.93300106906736,2025-08-26 13:45:00+05:30,460.4271377563476,BE,3.747083460793853,4.391696561813903,27.060073852539062,42.39274215698242,6.398364067077637,1.7771651134637612,2.299321896330103,0.007479551486359,0.5769050026442442,467.99088924806216,0.7494166921587706,0.8783393123627806,50000.0,5.0,250000.0,1873.5417303969264,2195.8482809069515,0.8014398121927911,1.2028796243855824,2253.645172930569
2025-08-26,UDS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 13:30:00+05:30,2025-08-26 13:45:00+05:30,250.69985,252.580098875,247.6914518,2025-08-26 14:45:00+05:30,245.58455612182613,BE,9.564972307321106,10.202028198608504,27.975566864013672,28.088281631469727,10.319486618041992,3.781717802770256,3.5937787401483137,0.0052240524255271,0.6296335029602051,252.580098875,1.9129944614642207,2.0404056397217007,50000.0,5.0,250000.0,4782.486153660553,5101.014099304251,0.796057315476103,1.1921146309522062,5701.271716105086
2025-08-28,PDSL,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-28 10:00:00+05:30,2025-08-28 10:15:00+05:30,331.3662477905273,328.8810009320984,336.3367415073852,2025-08-28 10:30:00+05:30,334.3439560852051,BE,3.83756400008906,4.493077243884118,29.737794876098636,78.43855285644531,85.60650634765625,0.9677168882318504,3.2450296160779626,0.0082790858241745,6.152954201050161,328.8810009320984,0.767512800017812,0.8986154487768235,100000.0,5.0,500000.0,3837.56400008906,4493.077243884118,0.99,1.58,6063.351120140715
2025-08-28,TMPV,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 10:15:00+05:30,2025-08-28 10:30:00+05:30,460.85782220458987,464.3142558711243,455.3275283381348,2025-08-28 11:45:00+05:30,464.3142558711243,SL,-4.4052026013006005,-3.75000000000003,38.72550964355469,24.019590377807617,11.180718421936035,1.7924296242154412,4.146247041360773,0.0032984787855691,0.7545578288910224,464.3142558711243,-0.88104052026012,-0.750000000000006,50000.0,5.0,250000.0,-2202.6013006503,-1875.0000000000148,0.8478720955539151,1.2957441911078302,-2854.0078406441776
2025-08-28,FIEMIND,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-28 10:30:00+05:30,2025-08-28 10:45:00+05:30,2145.429,2129.3382825000003,2177.610435,2025-08-28 11:00:00+05:30,2186.2216486816405,BE,8.8448466186155,9.506874541557996,29.828617095947266,79.1198501586914,94.11538696289062,2.376858287360772,3.7377842388411766,0.0092721480062891,7.923581527190048,2129.3382825000003,1.7689693237231,1.901374908311599,100000.0,5.0,500000.0,8844.8466186155,9506.874541557994,0.99,1.58,13974.85765741249
