trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross
2025-08-26,GODIGIT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:00:00+05:30,2025-08-26 10:15:00+05:30,362.12757220458985,364.8435289961243,357.7820413381348,2025-08-26 10:45:00+05:30,361.08,BE,0.7979693201235409,1.4464132048995517,29.621471405029297,25.82086944580078,4.94727087020874,1.3638084927834775,3.110931549608685,0.005206797865582035,0.5429885573125479,364.8435289961243,0.15959386402470818,0.28928264097991035,50000.0,5.0,250000.0,398.98466006177046,723.2066024497759
2025-08-26,JSWINFRA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:30:00+05:30,2025-08-26 11:45:00+05:30,298.24032779541017,300.47713025387577,294.6614438618652,2025-08-26 12:15:00+05:30,296.7876938781738,BE,1.788183567550923,2.435341202804842,42.86796951293945,36.79954528808594,13.74048137664795,1.0677195737910299,2.0814912326621933,0.004992593150486347,0.6898704681075221,300.47713025387577,0.3576367135101846,0.4870682405609684,50000.0,5.0,250000.0,894.0917837754615,1217.670601402421
2025-08-26,METROPOLIS,SHORT,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-08-26 11:30:00+05:30,2025-08-26 12:00:00+05:30,2136.7725111816408,2152.798305015503,2111.131241047461,2025-08-26 13:45:00+05:30,2152.798305015503,SL,-4.405202601300543,-3.7499999999999947,41.6338996887207,25.63772964477539,14.756274223327637,1.2555793254660046,2.493551501142543,0.004919628492743465,0.7042348772873612,2152.798305015503,-0.8810405202601086,-0.7499999999999989,50000.0,5.0,250000.0,-2202.6013006502712,-1874.9999999999973
2025-08-26,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,363.9272,366.65665400000006,359.5600736,2025-08-26 13:15:00+05:30,362.1331377563476,BE,1.817744950470241,2.4648641866456167,63.97438430786133,24.443946838378906,3.2163026332855225,2.643904091548523,3.0258578973008143,0.0064578801908560645,0.96,366.65665400000006,0.3635489900940482,0.49297283732912334,50000.0,5.0,250000.0,908.8724752351205,1232.4320933228084
2025-08-26,SWANCORP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,464.5070861022949,467.99088924806216,458.93300106906736,2025-08-26 13:45:00+05:30,460.42713775634763,BE,3.747083460793853,4.391696561813903,27.060073852539062,42.39274215698242,6.398364067077637,1.7771651134637612,2.299321896330103,0.007479551486359082,0.5769050026442442,467.99088924806216,0.7494166921587706,0.8783393123627806,50000.0,5.0,250000.0,1873.5417303969266,2195.8482809069515
2025-08-26,UDS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 13:30:00+05:30,2025-08-26 13:45:00+05:30,250.69985,252.580098875,247.69145179999998,2025-08-26 14:45:00+05:30,245.58455612182615,BE,9.564972307321106,10.202028198608504,27.975566864013672,28.088281631469727,10.319486618041992,3.781717802770256,3.5937787401483137,0.005224052425527195,0.6296335029602051,252.580098875,1.9129944614642211,2.0404056397217007,50000.0,5.0,250000.0,4782.486153660553,5101.014099304251
2025-08-28,TMPV,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 10:15:00+05:30,2025-08-28 10:30:00+05:30,460.85782220458987,464.3142558711243,455.32752833813475,2025-08-28 11:45:00+05:30,464.3142558711243,SL,-4.4052026013006005,-3.75000000000003,38.72550964355469,24.019590377807617,11.180718421936035,1.7924296242154412,4.146247041360773,0.0032984787855691055,0.7545578288910224,464.3142558711243,-0.88104052026012,-0.750000000000006,50000.0,5.0,250000.0,-2202.6013006503,-1875.0000000000148
2025-08-28,ABFRL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 12:00:00+05:30,2025-08-28 12:15:00+05:30,79.85000152587891,80.448876537323,78.89180150756836,2025-08-28 13:30:00+05:30,79.63820153045654,BE,0.6776364473290502,1.3262366397934544,26.87228775024414,30.42933464050293,5.649050712585449,1.9915866798822965,2.6891910817308413,0.008189551902106802,0.6116119852330639,80.448876537323,0.13552728946581002,0.2652473279586909,50000.0,5.0,250000.0,338.8182236645251,663.1183198967273
2025-08-28,SHANKARA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 12:15:00+05:30,2025-08-28 12:30:00+05:30,943.3113,950.38613475,931.9915643999999,2025-08-28 12:45:00+05:30,938.8079999999999,BE,1.7397433220268304,2.3869638792623817,64.71965026855469,30.185443878173828,37.650611877441406,0.7632215363460245,1.974633523229655,0.011102881565078984,0.7422954450220371,950.38613475,0.3479486644053661,0.47739277585247636,50000.0,5.0,250000.0,869.8716610134153,1193.481939631191
2025-08-28,JAGRAN,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 13:45:00+05:30,2025-08-28 14:00:00+05:30,70.86000366210938,71.3914536895752,70.00968361816406,2025-08-28 14:15:00+05:30,70.66134693908691,BE,0.753252989223437,1.4017549587616887,25.108257293701172,27.581514358520508,7.592341423034668,2.1078697663918047,3.5391332364406316,0.0031506502409882346,0.5866238594055175,71.3914536895752,0.1506505978446874,0.28035099175233774,50000.0,5.0,250000.0,376.6264946117185,700.8774793808444
